Date;Material;Plant;Requested_Volume
20.06.2017;Q120;E580;9358
21.06.2017;Q120;E580;10850
22.06.2017;Q120;E580;12636
23.06.2017;Q120;E580;8199
24.06.2017;Q120;E580;0
25.06.2017;Q120;E580;0
26.06.2017;Q120;E580;11630
27.06.2017;Q120;E580;10354
28.06.2017;Q120;E580;11472
29.06.2017;Q120;E580;6213
30.06.2017;Q120;E580;14821
01.07.2017;Q120;E580;0
02.07.2017;Q120;E580;0
03.07.2017;Q120;E580;16426
04.07.2017;Q120;E580;144
05.07.2017;Q120;E580;8933
06.07.2017;Q120;E580;12561
07.07.2017;Q120;E580;15270
08.07.2017;Q120;E580;0
09.07.2017;Q120;E580;0
10.07.2017;Q120;E580;15541
11.07.2017;Q120;E580;8770
12.07.2017;Q120;E580;15069
13.07.2017;Q120;E580;13495
14.07.2017;Q120;E580;13119
15.07.2017;Q120;E580;0
16.07.2017;Q120;E580;0
17.07.2017;Q120;E580;11059
18.07.2017;Q120;E580;10369
19.07.2017;Q120;E580;12539
20.07.2017;Q120;E580;12189
21.07.2017;Q120;E580;17404
22.07.2017;Q120;E580;0
23.07.2017;Q120;E580;115
24.07.2017;Q120;E580;22519
25.07.2017;Q120;E580;12413
26.07.2017;Q120;E580;15520
27.07.2017;Q120;E580;11849
28.07.2017;Q120;E580;9827
29.07.2017;Q120;E580;0
30.07.2017;Q120;E580;0
31.07.2017;Q120;E580;13474
01.08.2017;Q120;E580;12021
02.08.2017;Q120;E580;16348
03.08.2017;Q120;E580;18571
04.08.2017;Q120;E580;10944
05.08.2017;Q120;E580;0
06.08.2017;Q120;E580;0
07.08.2017;Q120;E580;8407
08.08.2017;Q120;E580;7386
09.08.2017;Q120;E580;7950
10.08.2017;Q120;E580;7818
11.08.2017;Q120;E580;9725
12.08.2017;Q120;E580;0
13.08.2017;Q120;E580;0
14.08.2017;Q120;E580;14109
15.08.2017;Q120;E580;10461
16.08.2017;Q120;E580;10120
17.08.2017;Q120;E580;16248
18.08.2017;Q120;E580;17827
19.08.2017;Q120;E580;0
20.08.2017;Q120;E580;0
21.08.2017;Q120;E580;12233
22.08.2017;Q120;E580;8473
23.08.2017;Q120;E580;15264
24.08.2017;Q120;E580;13297
25.08.2017;Q120;E580;13039
26.08.2017;Q120;E580;0
27.08.2017;Q120;E580;0
28.08.2017;Q120;E580;9218
29.08.2017;Q120;E580;13809
30.08.2017;Q120;E580;20392
31.08.2017;Q120;E580;17701
01.09.2017;Q120;E580;22051
02.09.2017;Q120;E580;0
03.09.2017;Q120;E580;0
04.09.2017;Q120;E580;600
05.09.2017;Q120;E580;12089
06.09.2017;Q120;E580;11571
07.09.2017;Q120;E580;15419
08.09.2017;Q120;E580;47893
09.09.2017;Q120;E580;0
10.09.2017;Q120;E580;0
11.09.2017;Q120;E580;23799
12.09.2017;Q120;E580;16365
13.09.2017;Q120;E580;8087
14.09.2017;Q120;E580;14786
15.09.2017;Q120;E580;10631
16.09.2017;Q120;E580;0
17.09.2017;Q120;E580;0
18.09.2017;Q120;E580;10742
19.09.2017;Q120;E580;8073
20.09.2017;Q120;E580;22822
21.09.2017;Q120;E580;15882
22.09.2017;Q120;E580;14141
23.09.2017;Q120;E580;0
24.09.2017;Q120;E580;0
25.09.2017;Q120;E580;27559
26.09.2017;Q120;E580;11083
27.09.2017;Q120;E580;23689
28.09.2017;Q120;E580;9488
29.09.2017;Q120;E580;17623
30.09.2017;Q120;E580;0
01.10.2017;Q120;E580;156
02.10.2017;Q120;E580;26420
03.10.2017;Q120;E580;10514
04.10.2017;Q120;E580;10499
05.10.2017;Q120;E580;11832
06.10.2017;Q120;E580;10554
07.10.2017;Q120;E580;0
08.10.2017;Q120;E580;0
09.10.2017;Q120;E580;3860
10.10.2017;Q120;E580;6972
11.10.2017;Q120;E580;12506
12.10.2017;Q120;E580;9016
13.10.2017;Q120;E580;12110
14.10.2017;Q120;E580;0
15.10.2017;Q120;E580;0
16.10.2017;Q120;E580;9532
17.10.2017;Q120;E580;6735
18.10.2017;Q120;E580;8036
19.10.2017;Q120;E580;15884
20.10.2017;Q120;E580;22107
21.10.2017;Q120;E580;0
22.10.2017;Q120;E580;0
23.10.2017;Q120;E580;10815
24.10.2017;Q120;E580;14131
25.10.2017;Q120;E580;18923
26.10.2017;Q120;E580;15410
27.10.2017;Q120;E580;11439
28.10.2017;Q120;E580;0
29.10.2017;Q120;E580;0
30.10.2017;Q120;E580;8362
31.10.2017;Q120;E580;8716
01.11.2017;Q120;E580;13763
02.11.2017;Q120;E580;16263
03.11.2017;Q120;E580;10976
04.11.2017;Q120;E580;0
05.11.2017;Q120;E580;0
06.11.2017;Q120;E580;9866
07.11.2017;Q120;E580;6576
08.11.2017;Q120;E580;15567
09.11.2017;Q120;E580;15924
10.11.2017;Q120;E580;12558
11.11.2017;Q120;E580;120
12.11.2017;Q120;E580;0
13.11.2017;Q120;E580;13204
14.11.2017;Q120;E580;6857
15.11.2017;Q120;E580;13826
16.11.2017;Q120;E580;25482
17.11.2017;Q120;E580;12944
18.11.2017;Q120;E580;0
19.11.2017;Q120;E580;0
20.11.2017;Q120;E580;5580
21.11.2017;Q120;E580;9552
22.11.2017;Q120;E580;18181
23.11.2017;Q120;E580;96
24.11.2017;Q120;E580;0
25.11.2017;Q120;E580;0
26.11.2017;Q120;E580;0
27.11.2017;Q120;E580;12066
28.11.2017;Q120;E580;11737
29.11.2017;Q120;E580;14115
30.11.2017;Q120;E580;14081
01.12.2017;Q120;E580;16907
02.12.2017;Q120;E580;178
03.12.2017;Q120;E580;0
04.12.2017;Q120;E580;10861
05.12.2017;Q120;E580;8387
06.12.2017;Q120;E580;12737
07.12.2017;Q120;E580;15329
08.12.2017;Q120;E580;15258
09.12.2017;Q120;E580;0
10.12.2017;Q120;E580;0
11.12.2017;Q120;E580;12747
12.12.2017;Q120;E580;19746
13.12.2017;Q120;E580;16826
14.12.2017;Q120;E580;16480
15.12.2017;Q120;E580;15163
16.12.2017;Q120;E580;0
17.12.2017;Q120;E580;0
18.12.2017;Q120;E580;12059
19.12.2017;Q120;E580;6562
20.12.2017;Q120;E580;17812
21.12.2017;Q120;E580;13781
22.12.2017;Q120;E580;2206
23.12.2017;Q120;E580;0
24.12.2017;Q120;E580;0
25.12.2017;Q120;E580;0
26.12.2017;Q120;E580;6449
27.12.2017;Q120;E580;5508
28.12.2017;Q120;E580;16930
29.12.2017;Q120;E580;3442
30.12.2017;Q120;E580;0
31.12.2017;Q120;E580;0
01.01.2018;Q120;E580;0
02.01.2018;Q120;E580;12698
03.01.2018;Q120;E580;12674
04.01.2018;Q120;E580;21249
05.01.2018;Q120;E580;10168
06.01.2018;Q120;E580;0
07.01.2018;Q120;E580;0
08.01.2018;Q120;E580;10103
09.01.2018;Q120;E580;7169
10.01.2018;Q120;E580;8650
11.01.2018;Q120;E580;57279
12.01.2018;Q120;E580;8714
13.01.2018;Q120;E580;0
14.01.2018;Q120;E580;0
15.01.2018;Q120;E580;6258
16.01.2018;Q120;E580;3425
17.01.2018;Q120;E580;6496
18.01.2018;Q120;E580;21709
19.01.2018;Q120;E580;11506
20.01.2018;Q120;E580;0
21.01.2018;Q120;E580;0
22.01.2018;Q120;E580;5960
23.01.2018;Q120;E580;6420
24.01.2018;Q120;E580;13232
25.01.2018;Q120;E580;18247
26.01.2018;Q120;E580;22047
27.01.2018;Q120;E580;0
28.01.2018;Q120;E580;0
29.01.2018;Q120;E580;8724
30.01.2018;Q120;E580;13522
31.01.2018;Q120;E580;14462
01.02.2018;Q120;E580;17250
02.02.2018;Q120;E580;8944
03.02.2018;Q120;E580;0
04.02.2018;Q120;E580;0
05.02.2018;Q120;E580;12121
06.02.2018;Q120;E580;7506
07.02.2018;Q120;E580;6540
08.02.2018;Q120;E580;12326
09.02.2018;Q120;E580;8260
10.02.2018;Q120;E580;96
11.02.2018;Q120;E580;0
12.02.2018;Q120;E580;14853
13.02.2018;Q120;E580;13723
14.02.2018;Q120;E580;11320
15.02.2018;Q120;E580;13594
16.02.2018;Q120;E580;6098
17.02.2018;Q120;E580;0
18.02.2018;Q120;E580;0
19.02.2018;Q120;E580;10085
20.02.2018;Q120;E580;8244
21.02.2018;Q120;E580;15477
22.02.2018;Q120;E580;11703
23.02.2018;Q120;E580;11531
24.02.2018;Q120;E580;0
25.02.2018;Q120;E580;114
26.02.2018;Q120;E580;13036
27.02.2018;Q120;E580;11495
28.02.2018;Q120;E580;17319
01.03.2018;Q120;E580;17384
02.03.2018;Q120;E580;6832
03.03.2018;Q120;E580;0
04.03.2018;Q120;E580;0
05.03.2018;Q120;E580;12269
06.03.2018;Q120;E580;6624
07.03.2018;Q120;E580;14229
08.03.2018;Q120;E580;19447
09.03.2018;Q120;E580;12980
10.03.2018;Q120;E580;0
11.03.2018;Q120;E580;240
12.03.2018;Q120;E580;12334
13.03.2018;Q120;E580;11143
14.03.2018;Q120;E580;14795
15.03.2018;Q120;E580;10228
16.03.2018;Q120;E580;7202
17.03.2018;Q120;E580;0
18.03.2018;Q120;E580;0
19.03.2018;Q120;E580;18266
20.03.2018;Q120;E580;8793
21.03.2018;Q120;E580;15221
22.03.2018;Q120;E580;18403
23.03.2018;Q120;E580;5080
24.03.2018;Q120;E580;48
25.03.2018;Q120;E580;48
26.03.2018;Q120;E580;13882
27.03.2018;Q120;E580;9455
28.03.2018;Q120;E580;15655
29.03.2018;Q120;E580;16160
30.03.2018;Q120;E580;16556
31.03.2018;Q120;E580;0
01.04.2018;Q120;E580;149
02.04.2018;Q120;E580;12152
03.04.2018;Q120;E580;10091
04.04.2018;Q120;E580;15287
05.04.2018;Q120;E580;16905
06.04.2018;Q120;E580;9705
07.04.2018;Q120;E580;192
08.04.2018;Q120;E580;0
09.04.2018;Q120;E580;8765
10.04.2018;Q120;E580;11721
11.04.2018;Q120;E580;12393
12.04.2018;Q120;E580;20060
13.04.2018;Q120;E580;13645
14.04.2018;Q120;E580;180
15.04.2018;Q120;E580;36
16.04.2018;Q120;E580;19550
17.04.2018;Q120;E580;7816
18.04.2018;Q120;E580;15327
19.04.2018;Q120;E580;9065
20.04.2018;Q120;E580;6386
21.04.2018;Q120;E580;0
22.04.2018;Q120;E580;240
23.04.2018;Q120;E580;12812
24.04.2018;Q120;E580;13875
25.04.2018;Q120;E580;24264
26.04.2018;Q120;E580;22009
27.04.2018;Q120;E580;11768
28.04.2018;Q120;E580;0
29.04.2018;Q120;E580;0
30.04.2018;Q120;E580;16286
01.05.2018;Q120;E580;14824
02.05.2018;Q120;E580;13361
03.05.2018;Q120;E580;16692
04.05.2018;Q120;E580;16532
05.05.2018;Q120;E580;0
06.05.2018;Q120;E580;0
07.05.2018;Q120;E580;13711
08.05.2018;Q120;E580;12485
09.05.2018;Q120;E580;10639
10.05.2018;Q120;E580;13342
11.05.2018;Q120;E580;18543
12.05.2018;Q120;E580;0
13.05.2018;Q120;E580;0
14.05.2018;Q120;E580;13216
15.05.2018;Q120;E580;30491
16.05.2018;Q120;E580;20966
17.05.2018;Q120;E580;12688
18.05.2018;Q120;E580;7940
19.05.2018;Q120;E580;0
20.05.2018;Q120;E580;0
21.05.2018;Q120;E580;10303
22.05.2018;Q120;E580;14399
23.05.2018;Q120;E580;12522
24.05.2018;Q120;E580;17045
25.05.2018;Q120;E580;12129
26.05.2018;Q120;E580;0
27.05.2018;Q120;E580;0
28.05.2018;Q120;E580;281
29.05.2018;Q120;E580;14592
30.05.2018;Q120;E580;18814
31.05.2018;Q120;E580;20386
01.06.2018;Q120;E580;19703
02.06.2018;Q120;E580;0
03.06.2018;Q120;E580;0
04.06.2018;Q120;E580;9678
05.06.2018;Q120;E580;12587
06.06.2018;Q120;E580;18988
07.06.2018;Q120;E580;13883
08.06.2018;Q120;E580;7628
09.06.2018;Q120;E580;0
10.06.2018;Q120;E580;48
11.06.2018;Q120;E580;8843
12.06.2018;Q120;E580;12824
13.06.2018;Q120;E580;15952
14.06.2018;Q120;E580;12573
15.06.2018;Q120;E580;6155
16.06.2018;Q120;E580;0
17.06.2018;Q120;E580;0
18.06.2018;Q120;E580;12554
19.06.2018;Q120;E580;8058
20.06.2018;Q120;E580;12889
21.06.2018;Q120;E580;19154
22.06.2018;Q120;E580;12022
23.06.2018;Q120;E580;96
24.06.2018;Q120;E580;600
25.06.2018;Q120;E580;9208
26.06.2018;Q120;E580;27222
27.06.2018;Q120;E580;27104
28.06.2018;Q120;E580;32395
29.06.2018;Q120;E580;15724
30.06.2018;Q120;E580;2232
01.07.2018;Q120;E580;0
02.07.2018;Q120;E580;13339
03.07.2018;Q120;E580;12871
04.07.2018;Q120;E580;0
05.07.2018;Q120;E580;17884
06.07.2018;Q120;E580;14435
07.07.2018;Q120;E580;0
08.07.2018;Q120;E580;288
09.07.2018;Q120;E580;17794
10.07.2018;Q120;E580;6911
11.07.2018;Q120;E580;16549
12.07.2018;Q120;E580;18232
13.07.2018;Q120;E580;9339
14.07.2018;Q120;E580;0
15.07.2018;Q120;E580;0
16.07.2018;Q120;E580;17771
17.07.2018;Q120;E580;9486
18.07.2018;Q120;E580;11730
19.07.2018;Q120;E580;9270
20.07.2018;Q120;E580;9288
21.07.2018;Q120;E580;48
22.07.2018;Q120;E580;0
23.07.2018;Q120;E580;7088
24.07.2018;Q120;E580;11525
25.07.2018;Q120;E580;12317
26.07.2018;Q120;E580;16328
27.07.2018;Q120;E580;12959
28.07.2018;Q120;E580;0
29.07.2018;Q120;E580;96
30.07.2018;Q120;E580;12827
31.07.2018;Q120;E580;12832
01.08.2018;Q120;E580;9898
02.08.2018;Q120;E580;32990
03.08.2018;Q120;E580;10878
04.08.2018;Q120;E580;83
05.08.2018;Q120;E580;86
06.08.2018;Q120;E580;10210
07.08.2018;Q120;E580;7149
08.08.2018;Q120;E580;7907
09.08.2018;Q120;E580;13904
10.08.2018;Q120;E580;14911
11.08.2018;Q120;E580;144
12.08.2018;Q120;E580;0
13.08.2018;Q120;E580;6602
14.08.2018;Q120;E580;7148
15.08.2018;Q120;E580;12975
16.08.2018;Q120;E580;16997
17.08.2018;Q120;E580;6398
18.08.2018;Q120;E580;48
19.08.2018;Q120;E580;164
20.08.2018;Q120;E580;6115
21.08.2018;Q120;E580;18942
22.08.2018;Q120;E580;15226
23.08.2018;Q120;E580;21780
24.08.2018;Q120;E580;9575
25.08.2018;Q120;E580;0
26.08.2018;Q120;E580;48
27.08.2018;Q120;E580;12160
28.08.2018;Q120;E580;13140
29.08.2018;Q120;E580;22316
30.08.2018;Q120;E580;19009
31.08.2018;Q120;E580;19550
01.09.2018;Q120;E580;372
02.09.2018;Q120;E580;10
03.09.2018;Q120;E580;96
04.09.2018;Q120;E580;13768
05.09.2018;Q120;E580;7430
06.09.2018;Q120;E580;21245
07.09.2018;Q120;E580;14475
08.09.2018;Q120;E580;0
09.09.2018;Q120;E580;0
10.09.2018;Q120;E580;10961
11.09.2018;Q120;E580;8973
12.09.2018;Q120;E580;16805
13.09.2018;Q120;E580;18133
14.09.2018;Q120;E580;23423
15.09.2018;Q120;E580;0
16.09.2018;Q120;E580;0
17.09.2018;Q120;E580;9645
18.09.2018;Q120;E580;10865
19.09.2018;Q120;E580;11614
20.09.2018;Q120;E580;13049
21.09.2018;Q120;E580;11125
22.09.2018;Q120;E580;152
23.09.2018;Q120;E580;0
24.09.2018;Q120;E580;6435
25.09.2018;Q120;E580;5624
26.09.2018;Q120;E580;16863
27.09.2018;Q120;E580;24365
28.09.2018;Q120;E580;20431
29.09.2018;Q120;E580;0
30.09.2018;Q120;E580;0
01.10.2018;Q120;E580;16207
02.10.2018;Q120;E580;8570
03.10.2018;Q120;E580;16804
04.10.2018;Q120;E580;40785
05.10.2018;Q120;E580;16010
06.10.2018;Q120;E580;0
07.10.2018;Q120;E580;96
08.10.2018;Q120;E580;9489
09.10.2018;Q120;E580;10603
10.10.2018;Q120;E580;15067
11.10.2018;Q120;E580;22330
12.10.2018;Q120;E580;11290
13.10.2018;Q120;E580;0
14.10.2018;Q120;E580;192
15.10.2018;Q120;E580;12195
16.10.2018;Q120;E580;6740
17.10.2018;Q120;E580;11918
18.10.2018;Q120;E580;16348
19.10.2018;Q120;E580;10968
20.10.2018;Q120;E580;0
21.10.2018;Q120;E580;96
22.10.2018;Q120;E580;19627
23.10.2018;Q120;E580;7066
24.10.2018;Q120;E580;15651
25.10.2018;Q120;E580;11721
26.10.2018;Q120;E580;18333
27.10.2018;Q120;E580;0
28.10.2018;Q120;E580;0
29.10.2018;Q120;E580;11340
30.10.2018;Q120;E580;28090
31.10.2018;Q120;E580;12684
01.11.2018;Q120;E580;27567
02.11.2018;Q120;E580;8786
03.11.2018;Q120;E580;96
04.11.2018;Q120;E580;0
05.11.2018;Q120;E580;9211
06.11.2018;Q120;E580;10230
07.11.2018;Q120;E580;12988
08.11.2018;Q120;E580;13809
09.11.2018;Q120;E580;11522
10.11.2018;Q120;E580;0
11.11.2018;Q120;E580;48
12.11.2018;Q120;E580;7326
13.11.2018;Q120;E580;9159
14.11.2018;Q120;E580;13434
15.11.2018;Q120;E580;19523
16.11.2018;Q120;E580;12093
17.11.2018;Q120;E580;0
18.11.2018;Q120;E580;48
19.11.2018;Q120;E580;19727
20.11.2018;Q120;E580;7326
21.11.2018;Q120;E580;26274
22.11.2018;Q120;E580;564
23.11.2018;Q120;E580;0
24.11.2018;Q120;E580;0
25.11.2018;Q120;E580;0
26.11.2018;Q120;E580;10159
27.11.2018;Q120;E580;17389
28.11.2018;Q120;E580;13821
29.11.2018;Q120;E580;15520
30.11.2018;Q120;E580;12129
01.12.2018;Q120;E580;0
02.12.2018;Q120;E580;48
03.12.2018;Q120;E580;9232
04.12.2018;Q120;E580;12381
05.12.2018;Q120;E580;14440
06.12.2018;Q120;E580;12063
07.12.2018;Q120;E580;12713
08.12.2018;Q120;E580;0
09.12.2018;Q120;E580;0
10.12.2018;Q120;E580;8141
11.12.2018;Q120;E580;5292
12.12.2018;Q120;E580;19605
13.12.2018;Q120;E580;23154
14.12.2018;Q120;E580;11874
15.12.2018;Q120;E580;0
16.12.2018;Q120;E580;0
17.12.2018;Q120;E580;6792
18.12.2018;Q120;E580;7407
19.12.2018;Q120;E580;14773
20.12.2018;Q120;E580;15145
21.12.2018;Q120;E580;6192
22.12.2018;Q120;E580;480
23.12.2018;Q120;E580;96
24.12.2018;Q120;E580;144
25.12.2018;Q120;E580;0
26.12.2018;Q120;E580;17067
27.12.2018;Q120;E580;6889
28.12.2018;Q120;E580;18063
29.12.2018;Q120;E580;0
30.12.2018;Q120;E580;0
31.12.2018;Q120;E580;12976
01.01.2019;Q120;E580;0
02.01.2019;Q120;E580;9933
03.01.2019;Q120;E580;11858
04.01.2019;Q120;E580;16904
05.01.2019;Q120;E580;0
06.01.2019;Q120;E580;48
07.01.2019;Q120;E580;25365
08.01.2019;Q120;E580;5820
09.01.2019;Q120;E580;13085
10.01.2019;Q120;E580;6455
11.01.2019;Q120;E580;10028
12.01.2019;Q120;E580;0
13.01.2019;Q120;E580;0
14.01.2019;Q120;E580;9999
15.01.2019;Q120;E580;5850
16.01.2019;Q120;E580;15540
17.01.2019;Q120;E580;13691
18.01.2019;Q120;E580;11265
19.01.2019;Q120;E580;0
20.01.2019;Q120;E580;78
21.01.2019;Q120;E580;13912
22.01.2019;Q120;E580;7642
23.01.2019;Q120;E580;13306
24.01.2019;Q120;E580;19639
25.01.2019;Q120;E580;12978
26.01.2019;Q120;E580;0
27.01.2019;Q120;E580;0
28.01.2019;Q120;E580;10294
29.01.2019;Q120;E580;19880
30.01.2019;Q120;E580;17009
31.01.2019;Q120;E580;9380
01.02.2019;Q120;E580;6340
02.02.2019;Q120;E580;0
03.02.2019;Q120;E580;0
04.02.2019;Q120;E580;9963
05.02.2019;Q120;E580;7849
06.02.2019;Q120;E580;11809
07.02.2019;Q120;E580;10777
08.02.2019;Q120;E580;15163
09.02.2019;Q120;E580;0
10.02.2019;Q120;E580;20
11.02.2019;Q120;E580;8271
12.02.2019;Q120;E580;18530
13.02.2019;Q120;E580;18415
14.02.2019;Q120;E580;10805
15.02.2019;Q120;E580;11005
16.02.2019;Q120;E580;0
17.02.2019;Q120;E580;0
18.02.2019;Q120;E580;20063
19.02.2019;Q120;E580;5342
20.02.2019;Q120;E580;10598
21.02.2019;Q120;E580;18598
22.02.2019;Q120;E580;9176
23.02.2019;Q120;E580;96
24.02.2019;Q120;E580;0
25.02.2019;Q120;E580;9851
26.02.2019;Q120;E580;9181
27.02.2019;Q120;E580;12361
28.02.2019;Q120;E580;28836
01.03.2019;Q120;E580;15045
02.03.2019;Q120;E580;0
03.03.2019;Q120;E580;0
04.03.2019;Q120;E580;6271
05.03.2019;Q120;E580;8408
06.03.2019;Q120;E580;12544
07.03.2019;Q120;E580;12881
08.03.2019;Q120;E580;14677
09.03.2019;Q120;E580;0
10.03.2019;Q120;E580;0
11.03.2019;Q120;E580;12984
12.03.2019;Q120;E580;10588
13.03.2019;Q120;E580;15346
14.03.2019;Q120;E580;19736
15.03.2019;Q120;E580;13220
16.03.2019;Q120;E580;0
17.03.2019;Q120;E580;0
18.03.2019;Q120;E580;22313
19.03.2019;Q120;E580;12176
20.03.2019;Q120;E580;10459
21.03.2019;Q120;E580;10391
22.03.2019;Q120;E580;8965
23.03.2019;Q120;E580;48
24.03.2019;Q120;E580;384
25.03.2019;Q120;E580;6775
26.03.2019;Q120;E580;8013
27.03.2019;Q120;E580;21153
28.03.2019;Q120;E580;20746
29.03.2019;Q120;E580;10070
30.03.2019;Q120;E580;364
31.03.2019;Q120;E580;480
01.04.2019;Q120;E580;12490
02.04.2019;Q120;E580;8684
03.04.2019;Q120;E580;17189
04.04.2019;Q120;E580;16425
05.04.2019;Q120;E580;10814
06.04.2019;Q120;E580;0
07.04.2019;Q120;E580;0
08.04.2019;Q120;E580;14736
09.04.2019;Q120;E580;7212
10.04.2019;Q120;E580;12716
11.04.2019;Q120;E580;11157
12.04.2019;Q120;E580;12895
13.04.2019;Q120;E580;0
14.04.2019;Q120;E580;0
15.04.2019;Q120;E580;23128
16.04.2019;Q120;E580;9056
17.04.2019;Q120;E580;20867
18.04.2019;Q120;E580;11971
19.04.2019;Q120;E580;19044
20.04.2019;Q120;E580;288
21.04.2019;Q120;E580;0
22.04.2019;Q120;E580;9911
23.04.2019;Q120;E580;9055
24.04.2019;Q120;E580;12685
25.04.2019;Q120;E580;6825
26.04.2019;Q120;E580;7004
27.04.2019;Q120;E580;0
28.04.2019;Q120;E580;0
29.04.2019;Q120;E580;12227
30.04.2019;Q120;E580;7645
01.05.2019;Q120;E580;13900
02.05.2019;Q120;E580;12812
03.05.2019;Q120;E580;9347
04.05.2019;Q120;E580;240
05.05.2019;Q120;E580;144
06.05.2019;Q120;E580;8816
07.05.2019;Q120;E580;6709
08.05.2019;Q120;E580;14500
09.05.2019;Q120;E580;17669
10.05.2019;Q120;E580;12713
11.05.2019;Q120;E580;96
12.05.2019;Q120;E580;144
13.05.2019;Q120;E580;7998
14.05.2019;Q120;E580;12944
15.05.2019;Q120;E580;11829
16.05.2019;Q120;E580;10641
17.05.2019;Q120;E580;6646
18.05.2019;Q120;E580;36
19.05.2019;Q120;E580;0
20.05.2019;Q120;E580;9930
21.05.2019;Q120;E580;14215
22.05.2019;Q120;E580;14680
23.05.2019;Q120;E580;17397
24.05.2019;Q120;E580;16958
25.05.2019;Q120;E580;0
26.05.2019;Q120;E580;192
27.05.2019;Q120;E580;468
28.05.2019;Q120;E580;10884
29.05.2019;Q120;E580;10996
30.05.2019;Q120;E580;23438
31.05.2019;Q120;E580;10627
01.06.2019;Q120;E580;0
02.06.2019;Q120;E580;48
03.06.2019;Q120;E580;20127
04.06.2019;Q120;E580;12534
05.06.2019;Q120;E580;12660
06.06.2019;Q120;E580;19891
07.06.2019;Q120;E580;8911
08.06.2019;Q120;E580;96
09.06.2019;Q120;E580;0
10.06.2019;Q120;E580;8772
11.06.2019;Q120;E580;9857
12.06.2019;Q120;E580;14633
13.06.2019;Q120;E580;10159
14.06.2019;Q120;E580;14075
15.06.2019;Q120;E580;0
16.06.2019;Q120;E580;48
17.06.2019;Q120;E580;14648
18.06.2019;Q120;E580;4686
19.06.2019;Q120;E580;14019
20.06.2019;Q120;E580;14883
21.06.2019;Q120;E580;7116
22.06.2019;Q120;E580;48
23.06.2019;Q120;E580;0
24.06.2019;Q120;E580;13255
25.06.2019;Q120;E580;10070
26.06.2019;Q120;E580;18354
27.06.2019;Q120;E580;17533
28.06.2019;Q120;E580;10480
29.06.2019;Q120;E580;0
30.06.2019;Q120;E580;0
01.07.2019;Q120;E580;12206
02.07.2019;Q120;E580;8771
03.07.2019;Q120;E580;13171
04.07.2019;Q120;E580;480
05.07.2019;Q120;E580;10163
06.07.2019;Q120;E580;0
07.07.2019;Q120;E580;48
08.07.2019;Q120;E580;13668
09.07.2019;Q120;E580;5261
10.07.2019;Q120;E580;12721
11.07.2019;Q120;E580;17069
12.07.2019;Q120;E580;6494
13.07.2019;Q120;E580;0
14.07.2019;Q120;E580;0
15.07.2019;Q120;E580;13031
16.07.2019;Q120;E580;7677
17.07.2019;Q120;E580;24740
18.07.2019;Q120;E580;8675
19.07.2019;Q120;E580;14036
20.07.2019;Q120;E580;0
21.07.2019;Q120;E580;144
22.07.2019;Q120;E580;13560
23.07.2019;Q120;E580;9028
24.07.2019;Q120;E580;12378
25.07.2019;Q120;E580;17252
26.07.2019;Q120;E580;10479
27.07.2019;Q120;E580;0
28.07.2019;Q120;E580;0
29.07.2019;Q120;E580;18387
30.07.2019;Q120;E580;7100
31.07.2019;Q120;E580;20925
01.08.2019;Q120;E580;20322
02.08.2019;Q120;E580;7958
03.08.2019;Q120;E580;0
04.08.2019;Q120;E580;2880
05.08.2019;Q120;E580;13793
06.08.2019;Q120;E580;3910
07.08.2019;Q120;E580;11493
08.08.2019;Q120;E580;18212
09.08.2019;Q120;E580;10007
10.08.2019;Q120;E580;0
11.08.2019;Q120;E580;0
12.08.2019;Q120;E580;9898
13.08.2019;Q120;E580;5611
14.08.2019;Q120;E580;18968
15.08.2019;Q120;E580;11786
16.08.2019;Q120;E580;8798
17.08.2019;Q120;E580;0
18.08.2019;Q120;E580;0
19.08.2019;Q120;E580;25070
20.08.2019;Q120;E580;10247
21.08.2019;Q120;E580;14144
22.08.2019;Q120;E580;9529
23.08.2019;Q120;E580;9880
24.08.2019;Q120;E580;0
25.08.2019;Q120;E580;240
26.08.2019;Q120;E580;18414
27.08.2019;Q120;E580;13586
28.08.2019;Q120;E580;19219
29.08.2019;Q120;E580;23513
30.08.2019;Q120;E580;23821
31.08.2019;Q120;E580;444
01.09.2019;Q120;E580;0
02.09.2019;Q120;E580;1514
03.09.2019;Q120;E580;20195
04.09.2019;Q120;E580;15287
05.09.2019;Q120;E580;20783
06.09.2019;Q120;E580;14974
07.09.2019;Q120;E580;0
08.09.2019;Q120;E580;0
09.09.2019;Q120;E580;13170
10.09.2019;Q120;E580;12232
11.09.2019;Q120;E580;14128
12.09.2019;Q120;E580;5712
13.09.2019;Q120;E580;9123
14.09.2019;Q120;E580;0
15.09.2019;Q120;E580;0
16.09.2019;Q120;E580;23795
17.09.2019;Q120;E580;9867
18.09.2019;Q120;E580;16302
19.09.2019;Q120;E580;18333
20.09.2019;Q120;E580;8873
21.09.2019;Q120;E580;96
22.09.2019;Q120;E580;210
23.09.2019;Q120;E580;12849
24.09.2019;Q120;E580;9720
25.09.2019;Q120;E580;9481
26.09.2019;Q120;E580;22787
27.09.2019;Q120;E580;11674
28.09.2019;Q120;E580;0
29.09.2019;Q120;E580;48
30.09.2019;Q120;E580;13357
01.10.2019;Q120;E580;10109
02.10.2019;Q120;E580;21720
03.10.2019;Q120;E580;11641
04.10.2019;Q120;E580;9176
